"Notes"	"Census Region"	"Census Region Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2002"	"2002"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2003"	"2003"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2004"	"2004"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2005"	"2005"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2006"	"2006"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2007"	"2007"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2008"	"2008"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2009"	"2009"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2010"	"2010"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2011"	"2011"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2012"	"2012"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2014"	"2014"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2016"	"2016"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2017"	"2017"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2019"	"2019"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Female"	"F"	"2020 "	"2020"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"1999"	"1999"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2001"	"2001"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2002"	"2002"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2003"	"2003"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2004"	"2004"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2005"	"2005"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2006"	"2006"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2009"	"2009"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2010"	"2010"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2011"	"2011"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2012"	"2012"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2013"	"2013"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2014"	"2014"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2015"	"2015"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2016"	"2016"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2017"	"2017"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2019"	"2019"	0	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Not Stated"	"NS"	"Male"	"M"	"2020 "	"2020"	0	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"							499385	1212994922	41.2
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"1999"	"1999"	60	416182	14.4
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2000"	"2000"	31	418961	7.4
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2001"	"2001"	37	434343	8.5
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2002"	"2002"	37	422603	8.8
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2003"	"2003"	46	422966	10.9
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2004"	"2004"	44	427913	10.3
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2005"	"2005"	28	420689	6.7
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2006"	"2006"	40	425789	9.4
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2007"	"2007"	33	433288	7.6
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2008"	"2008"	37	427912	8.6
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2009"	"2009"	34	417846	8.1
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2010"	"2010"	37	411182	9.0
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	29	410619	7.1
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	32	401691	8.0
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	33	402721	8.2
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	30	403814	7.4
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	27	406066	6.6
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	43	403819	10.6
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	42	400245	10.5
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	29	391445	7.4
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2019"	"2019"	32	385396	8.3
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"	"2020 "	"2020"	30	381835	7.9
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Female"	"F"			791	9067325	8.7
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"1999"	"1999"	65	437580	14.9
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2000"	"2000"	53	440646	12.0
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2001"	"2001"	41	452777	9.1
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2002"	"2002"	50	441495	11.3
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2003"	"2003"	42	443939	9.5
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2004"	"2004"	46	448986	10.2
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2005"	"2005"	51	441118	11.6
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2006"	"2006"	44	444861	9.9
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2007"	"2007"	42	452797	9.3
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2008"	"2008"	44	445593	9.9
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2009"	"2009"	50	436279	11.5
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2010"	"2010"	50	430572	11.6
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2011"	"2011"	36	429491	8.4
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2012"	"2012"	36	421076	8.5
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2013"	"2013"	47	422544	11.1
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2014"	"2014"	41	423171	9.7
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2015"	"2015"	50	426193	11.7
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2016"	"2016"	46	423389	10.9
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2017"	"2017"	26	419284	6.2
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2018"	"2018"	33	409882	8.1
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2019"	"2019"	28	403780	6.9
	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"	"2020 "	"2020"	23	399115	5.8
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"	"Male"	"M"			944	9494568	9.9
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"1"					1735	18561893	9.3
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"1999"	"1999"	42	1706235	2.5
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2000"	"2000"	33	1707803	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2001"	"2001"	41	1692123	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2002"	"2002"	31	1702340	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2003"	"2003"	35	1702050	2.1
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2004"	"2004"	35	1701616	2.1
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2005"	"2005"	21	1705672	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2006"	"2006"	27	1692524	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2007"	"2007"	17	1694185	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2008"	"2008"	21	1703355	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2009"	"2009"	23	1706552	1.3
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	24	1710221	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	27	1686173	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	24	1665751	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	27	1641631	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	16	1633445	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	31	1630744	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	33	1633673	2.0
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	21	1637695	1.3
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	23	1632197	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2019"	"2019"	22	1616986	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"	"2020 "	"2020"	25	1594836	1.6
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Female"	"F"			599	36797807	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"1999"	"1999"	55	1784256	3.1
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2000"	"2000"	42	1785759	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2001"	"2001"	48	1769546	2.7
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2002"	"2002"	52	1778264	2.9
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2003"	"2003"	39	1776662	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2004"	"2004"	42	1778354	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2005"	"2005"	46	1781672	2.6
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2006"	"2006"	29	1770036	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2007"	"2007"	35	1772205	2.0
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2008"	"2008"	27	1779868	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2009"	"2009"	27	1779913	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2010"	"2010"	25	1782742	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2011"	"2011"	25	1756822	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2012"	"2012"	23	1739224	1.3
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2013"	"2013"	28	1719278	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2014"	"2014"	29	1712690	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2015"	"2015"	30	1708916	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2016"	"2016"	28	1712467	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2017"	"2017"	27	1715659	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2018"	"2018"	30	1712325	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2019"	"2019"	27	1693695	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"	"2020 "	"2020"	29	1668442	1.7
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"	"Male"	"M"			743	38478795	1.9
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"1-4 years"	"1-4"					1342	75276602	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"1999"	"1999"	58	4601727	1.3
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2000"	"2000"	48	4607524	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2001"	"2001"	58	4586859	1.3
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2002"	"2002"	53	4562496	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2003"	"2003"	52	4535724	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2004"	"2004"	55	4502645	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2005"	"2005"	66	4454516	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2006"	"2006"	48	4430153	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2007"	"2007"	39	4402620	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2008"	"2008"	46	4385498	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2009"	"2009"	44	4380099	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2010"	"2010"	39	4375665	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2011"	"2011"	40	4351666	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2012"	"2012"	45	4346386	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2013"	"2013"	35	4338985	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2014"	"2014"	37	4314715	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2015"	"2015"	43	4283808	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2016"	"2016"	61	4249397	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2017"	"2017"	38	4235605	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2018"	"2018"	42	4224394	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2019"	"2019"	48	4203227	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"	"2020 "	"2020"	40	4189717	1.0
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Female"	"F"			1035	96563426	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"1999"	"1999"	70	4839137	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2000"	"2000"	71	4844411	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2001"	"2001"	58	4823278	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2002"	"2002"	67	4796425	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2003"	"2003"	81	4764554	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2004"	"2004"	68	4726290	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2005"	"2005"	74	4674534	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2006"	"2006"	69	4645197	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2007"	"2007"	78	4614467	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2008"	"2008"	61	4592469	1.3
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2009"	"2009"	51	4585771	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2010"	"2010"	52	4579450	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2011"	"2011"	69	4550117	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2012"	"2012"	60	4543608	1.3
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2013"	"2013"	51	4534191	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2014"	"2014"	37	4506697	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2015"	"2015"	71	4472383	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2016"	"2016"	46	4440972	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2017"	"2017"	66	4428338	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2018"	"2018"	53	4416743	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2019"	"2019"	42	4396849	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"	"2020 "	"2020"	53	4382952	1.2
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Male"	"M"			1348	101158833	1.3
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"					2383	197722259	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"1999"	"1999"	61	4420284	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2000"	"2000"	59	4449835	1.3
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2001"	"2001"	77	4531052	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2002"	"2002"	75	4573707	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2003"	"2003"	60	4612882	1.3
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2004"	"2004"	70	4640267	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2005"	"2005"	72	4655935	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2006"	"2006"	68	4657157	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2007"	"2007"	73	4643635	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2008"	"2008"	71	4630734	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2009"	"2009"	78	4616459	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2010"	"2010"	65	4597439	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2011"	"2011"	76	4594247	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2012"	"2012"	85	4587889	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2013"	"2013"	70	4596880	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2014"	"2014"	73	4595443	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2015"	"2015"	86	4572934	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2016"	"2016"	83	4526979	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2017"	"2017"	76	4492018	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2018"	"2018"	68	4456286	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2019"	"2019"	71	4421182	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"	"2020 "	"2020"	65	4393580	1.5
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Female"	"F"			1582	100266824	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Male"	"M"	"1999"	"1999"	132	4600693	2.9
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Male"	"M"	"2000"	"2000"	109	4632845	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Male"	"M"	"2001"	"2001"	147	4723563	3.1
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Male"	"M"	"2002"	"2002"	134	4770232	2.8
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Male"	"M"	"2003"	"2003"	152	4817296	3.2
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Male"	"M"	"2004"	"2004"	131	4850254	2.7
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Male"	"M"	"2005"	"2005"	165	4869157	3.4
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Male"	"M"	"2006"	"2006"	140	4878527	2.9
